event_timestamp,pickup_latitude,pickup_longitude,dropoff_latitude,dropoff_longitude,hour_of_day,day_of_week,is_weekend,is_holiday,peak_hour_indicator,demand_at_pickup
2025-10-01T02:00:00,35.798711638117325,51.429397535561286,35.80727008029235,51.43711049450659,2,2,0,0,0,10
2025-10-01T02:00:00,35.61094181385122,51.53222714320422,35.60749133347014,51.5614564926813,2,2,0,0,0,13
2025-10-01T02:00:00,35.85863555135435,51.15640726978005,35.64242071303613,51.49662206870029,2,2,0,0,0,4
2025-10-01T02:00:00,35.61397141197743,51.274655622527675,35.66617949574932,51.504777606823566,2,2,0,0,0,7
2025-10-01T02:00:00,35.639152206772614,51.17839607115972,35.66050991629574,51.384501285831114,2,2,0,0,0,0
2025-10-01T02:12:00,35.706647427857654,51.6384050136062,35.86094333722214,51.164614999297534,2,2,0,0,0,4
2025-10-01T02:12:00,35.727548584942824,51.182598723050724,35.61403052113332,51.54754472323013,2,2,0,0,0,5
2025-10-01T02:12:00,35.75707368098941,51.46196046228899,35.81326014442576,51.43022418267421,2,2,0,0,0,13
2025-10-01T02:12:00,35.83441983870913,51.42662738288607,35.73004596933843,51.34716390965085,2,2,0,0,0,4
2025-10-01T02:12:00,35.74132634160972,51.195429827985336,35.75673638818512,51.16327807844583,2,2,0,0,0,5
2025-10-01T02:12:00,35.68919273740065,51.175929811789516,35.85144735168819,51.557113813229044,2,2,0,0,0,10
2025-10-01T02:12:00,35.70537124884076,51.47061720528305,35.79723016878543,51.20409084748258,2,2,0,0,0,13
2025-10-01T02:12:00,35.60910757658875,51.467019981623714,35.65368567353854,51.32955923924696,2,2,0,0,0,9
2025-10-01T02:12:00,35.86111496947069,51.406891386990914,35.78636866695848,51.52667965668688,2,2,0,0,0,7
2025-10-01T02:12:00,35.595146633876,51.46096648472699,35.64441591064528,51.364021774717564,2,2,0,0,0,9
2025-10-01T02:12:00,35.73828704065393,51.41371075382292,35.61636305195317,51.41501605462664,2,2,0,0,0,6
2025-10-01T02:12:00,35.651282228162586,51.50897249871822,35.5751599284955,51.15186322082305,2,2,0,0,0,5
2025-10-01T02:20:00,35.863900823017836,51.2414883952377,35.65680692801969,51.49158486369307,2,2,0,0,0,9
2025-10-01T02:20:00,35.7204443528033,51.25581355669565,35.768610085289204,51.446817404457526,2,2,0,0,0,7
2025-10-01T02:20:00,35.646025176756424,51.36746363986203,35.572467919609295,51.548092825177676,2,2,0,0,0,10
2025-10-01T02:20:00,35.775278664552665,51.61298806234424,35.767882632945806,51.51407067520355,2,2,0,0,0,4
2025-10-01T02:20:00,35.64118308516723,51.61140403915206,35.64568558504206,51.47712475606455,2,2,0,0,0,7
2025-10-01T02:20:00,35.60819947029135,51.55332133422829,35.84037739326353,51.392375955712865,2,2,0,0,0,6
2025-10-01T02:20:00,35.62013060153207,51.63535441731473,35.80613098110762,51.20724567295241,2,2,0,0,0,8
2025-10-01T02:20:00,35.80219501630311,51.27335349854758,35.65941143486373,51.140117537522215,2,2,0,0,0,12
2025-10-01T02:20:00,35.782652761388135,51.150058352826875,35.66624525983092,51.58948987668219,2,2,0,0,0,1
2025-10-01T02:20:00,35.85517020038506,51.49614933109418,35.789306206631984,51.21357302540056,2,2,0,0,0,13
2025-10-01T02:20:00,35.76752692291249,51.20416473528404,35.64283660581271,51.419472505769285,2,2,0,0,0,11
2025-10-01T02:20:00,35.584501538202154,51.18045043540913,35.626047717440855,51.59186573512509,2,2,0,0,0,12
2025-10-01T02:32:00,35.60502213693036,51.22360012423809,35.60171018821853,51.233324770187934,2,2,0,0,0,7
2025-10-01T02:32:00,35.86707778508821,51.558104733922924,35.75669173469361,51.53041581089915,2,2,0,0,0,3
2025-10-01T02:32:00,35.82575315838716,51.46692994862345,35.785380875453505,51.540985868164334,2,2,0,0,0,10
2025-10-01T02:32:00,35.7189302515915,51.469888261351336,35.64913780766108,51.55005297084197,2,2,0,0,0,3
2025-10-01T02:32:00,35.763079966966636,51.15168531398979,35.766687740435,51.289816555478545,2,2,0,0,0,8
2025-10-01T02:32:00,35.83313375264867,51.199791387870974,35.649792190025,51.301261553249745,2,2,0,0,0,2
2025-10-01T02:32:00,35.718981657944845,51.43557156408955,35.82562074870595,51.442528830165536,2,2,0,0,0,11
2025-10-01T02:32:00,35.58191023662566,51.24652379799361,35.785894201048855,51.33000847577907,2,2,0,0,0,5
2025-10-01T02:32:00,35.83452684623616,51.55164396245454,35.84233455548881,51.49269177744672,2,2,0,0,0,3
2025-10-01T02:32:00,35.81419225951166,51.28911223382142,35.688496365433096,51.34631180922213,2,2,0,0,0,17
2025-10-01T02:32:00,35.763707785903875,51.20962545139074,35.699439493556746,51.15437132823148,2,2,0,0,0,5
2025-10-01T02:46:00,35.593127720957504,51.28862725484741,35.84962733435808,51.34050292947607,2,2,0,0,0,10
2025-10-01T02:46:00,35.70659866611258,51.405107458648146,35.84553477791895,51.57699793033099,2,2,0,0,0,10
2025-10-01T02:46:00,35.612714407643146,51.5589880921664,35.698664543644696,51.23856732185733,2,2,0,0,0,10
2025-10-01T02:46:00,35.84312647310012,51.245617821864926,35.6054580667698,51.48357318247969,2,2,0,0,0,6
2025-10-01T02:46:00,35.58788718314088,51.34861365175727,35.72777886424603,51.240449237679634,2,2,0,0,0,13
2025-10-01T02:46:00,35.8359845331768,51.570713341483604,35.754361976136174,51.39916659630012,2,2,0,0,0,10
2025-10-01T02:46:00,35.61818842966917,51.501369469975906,35.854266144310586,51.14113433343551,2,2,0,0,0,3
2025-10-01T02:46:00,35.66981708495236,51.33147232508914,35.60165063480171,51.42172989160204,2,2,0,0,0,13
2025-10-01T02:46:00,35.84634956672974,51.43017455926091,35.85535830884508,51.19514467101477,2,2,0,0,0,6
2025-10-01T02:46:00,35.8550697019254,51.188485988392316,35.782652141444125,51.33031256965076,2,2,0,0,0,7
2025-10-01T02:57:00,35.773099536463754,51.16378293772122,35.68600417527162,51.480224967852585,2,2,0,0,0,7
2025-10-01T02:57:00,35.59068702263476,51.467220315638336,35.61162897177716,51.62057831645332,2,2,0,0,0,8
2025-10-01T02:57:00,35.81240170162335,51.37838808090839,35.75687275886399,51.63352195590645,2,2,0,0,0,13
2025-10-01T02:57:00,35.82463735273743,51.54717938016162,35.65488292628045,51.29665179703612,2,2,0,0,0,7
2025-10-01T02:57:00,35.815135129230306,51.281996968538266,35.8619456315053,51.489555399490015,2,2,0,0,0,4
2025-10-01T02:57:00,35.617412373224866,51.624847374136905,35.639018157414654,51.42314504645521,2,2,0,0,0,3
2025-10-01T02:57:00,35.75909556864072,51.48191132147119,35.71011209877467,51.57938602317535,2,2,0,0,0,11
2025-10-01T02:57:00,35.58018831992118,51.38838107940769,35.75523659263344,51.15182289538235,2,2,0,0,0,2
2025-10-01T02:57:00,35.63762967020125,51.51209761857239,35.71077635981645,51.499875503797014,2,2,0,0,0,6
2025-10-01T03:08:00,35.67642523419773,51.21272091451836,35.59062923481648,51.442684781226085,3,2,0,0,0,7
2025-10-01T03:08:00,35.70902382559115,51.443987973724354,35.607363009485034,51.44672163635197,3,2,0,0,0,10
2025-10-01T03:08:00,35.69990257067773,51.605719991902625,35.64740241920972,51.32998215540986,3,2,0,0,0,9
2025-10-01T03:08:00,35.860532323865804,51.50518986359726,35.64478667852944,51.4007219775544,3,2,0,0,0,4
2025-10-01T03:08:00,35.59261201004172,51.47942738020582,35.62668004117564,51.45110137802731,3,2,0,0,0,11
2025-10-01T03:08:00,35.731534008649334,51.14843374636678,35.71323243205538,51.3023898657274,3,2,0,0,0,7
2025-10-01T03:08:00,35.628254464653686,51.3144858885012,35.714743772008184,51.28976327395386,3,2,0,0,0,9
2025-10-01T03:08:00,35.59528363726389,51.60044312186562,35.76551652784612,51.26419676416736,3,2,0,0,0,8
2025-10-01T03:08:00,35.60298376671027,51.27737635284336,35.61017250840068,51.205317248938215,3,2,0,0,0,7
2025-10-01T03:08:00,35.77853815410646,51.41386873517934,35.694163255697696,51.46619889243934,3,2,0,0,0,9
2025-10-01T03:24:00,35.809280937881745,51.330205811294455,35.85027303441808,51.17218783021325,3,2,0,0,0,10
2025-10-01T03:24:00,35.60481127350751,51.3652820338548,35.60833035541447,51.579218947872114,3,2,0,0,0,7
2025-10-01T03:24:00,35.82623147878467,51.33712481916392,35.649533774104526,51.35350608072379,3,2,0,0,0,13
2025-10-01T03:24:00,35.61012039436272,51.17963436058998,35.773307117906995,51.38349690278498,3,2,0,0,0,8
2025-10-01T03:24:00,35.813813599379046,51.24126986459323,35.58836688934946,51.46925146023108,3,2,0,0,0,5
2025-10-01T03:24:00,35.757794866149794,51.40980605544105,35.68283870367602,51.35131046864339,3,2,0,0,0,13
2025-10-01T03:24:00,35.80112643282709,51.61818932855899,35.671703641232355,51.36828672227967,3,2,0,0,0,6
2025-10-01T03:24:00,35.75666404537869,51.55381201078327,35.70954880169374,51.59560399127715,3,2,0,0,0,6
2025-10-01T03:24:00,35.61936977797773,51.30797716412611,35.58566936406644,51.28159687738328,3,2,0,0,0,18
2025-10-01T03:24:00,35.866057188233746,51.57345846361264,35.757311102007165,51.3757480128815,3,2,0,0,0,6
2025-10-01T03:24:00,35.77542513641721,51.230211607693214,35.60175418517207,51.3250642487145,3,2,0,0,0,7
2025-10-01T03:24:00,35.86612439251877,51.61882957451626,35.75626826974948,51.343331686766824,3,2,0,0,0,1
2025-10-01T03:35:00,35.715682801508734,51.200789376514955,35.85908269202443,51.35913799680955,3,2,0,0,0,7
2025-10-01T03:35:00,35.779333593323756,51.57666140625379,35.66561796109949,51.24314600638724,3,2,0,0,0,9
2025-10-01T03:35:00,35.837667147423105,51.41862345401073,35.671392461639286,51.47687171294407,3,2,0,0,0,3
2025-10-01T03:35:00,35.6550152037432,51.46299136961345,35.727055845437825,51.301733700972605,3,2,0,0,0,5
2025-10-01T03:35:00,35.80858941639258,51.518186267347836,35.846703061394734,51.55729333822308,3,2,0,0,0,8
2025-10-01T03:35:00,35.66446532708036,51.568577977126196,35.78859768154369,51.552722501102195,3,2,0,0,0,9
2025-10-01T03:35:00,35.79669044690667,51.20052335577881,35.72296761634763,51.1783960296648,3,2,0,0,0,10
2025-10-01T03:35:00,35.78239226399169,51.29502936782564,35.63237212925049,51.45866736934518,3,2,0,0,0,13
2025-10-01T03:35:00,35.76009509322352,51.389268036120036,35.723331167402144,51.39188855276855,3,2,0,0,0,14
2025-10-01T03:35:00,35.64267304168696,51.34922378651424,35.716437298185745,51.22683129264983,3,2,0,0,0,11
2025-10-01T03:35:00,35.63510929202214,51.40820113499611,35.77708155239163,51.52572065242661,3,2,0,0,0,15
2025-10-01T03:35:00,35.57254724735972,51.340173206970256,35.59523836697311,51.46679046192156,3,2,0,0,0,9
2025-10-01T03:35:00,35.85222473112159,51.32375128152606,35.71452182605079,51.312015369170346,3,2,0,0,0,7
2025-10-01T03:42:00,35.736027383827526,51.2112745590447,35.66890050410363,51.492499175470044,3,2,0,0,0,10
2025-10-01T03:42:00,35.76030561321906,51.512209573994824,35.77266435616247,51.3679898673617,3,2,0,0,0,11
2025-10-01T03:42:00,35.63635870126871,51.175625971119736,35.8317553015776,51.541881262924285,3,2,0,0,0,5
2025-10-01T03:42:00,35.665394943760994,51.46676457673809,35.839163163804116,51.5446536822631,3,2,0,0,0,15
2025-10-01T03:42:00,35.57379017793778,51.52608428618313,35.81164122263944,51.26256792876489,3,2,0,0,0,7
2025-10-01T03:42:00,35.65424750947719,51.24023332668181,35.71789619691675,51.43809892730914,3,2,0,0,0,12
2025-10-01T03:42:00,35.68643411675152,51.148931061304715,35.712371953556385,51.379391187426144,3,2,0,0,0,10
2025-10-01T03:42:00,35.86834906476867,51.54247645363836,35.65347927612718,51.40553658366169,3,2,0,0,0,10
2025-10-01T03:52:00,35.834809636905064,51.6042924381535,35.62485059574309,51.17109686572044,3,2,0,0,0,8
2025-10-01T03:52:00,35.67317006101508,51.448149630411834,35.741804621885244,51.39739479671349,3,2,0,0,0,7
2025-10-01T03:52:00,35.604832597517465,51.46502294214849,35.72498143736395,51.21763030990724,3,2,0,0,0,11
2025-10-01T03:52:00,35.57018538376695,51.51930959183632,35.67582842365839,51.29561866973092,3,2,0,0,0,9
2025-10-01T03:52:00,35.58115514739058,51.21488736555673,35.68443008102365,51.18165624174846,3,2,0,0,0,5
2025-10-01T03:52:00,35.68415742082721,51.4506655892858,35.76432835338477,51.5871115092341,3,2,0,0,0,13
2025-10-01T03:52:00,35.80896145288192,51.47332758763447,35.65339004089527,51.39843919209753,3,2,0,0,0,8
2025-10-01T03:52:00,35.7884092632374,51.428243351356095,35.765662650864606,51.60359705640971,3,2,0,0,0,11
2025-10-01T03:52:00,35.731395256417834,51.362366963086,35.83083283467637,51.3914664477692,3,2,0,0,0,20
2025-10-01T03:52:00,35.66668704654018,51.39383092450882,35.639568746109845,51.6299205317202,3,2,0,0,0,6
2025-10-01T04:09:00,35.76460326904187,51.388385586468885,35.62345453613095,51.21605236742378,4,2,0,0,0,14
2025-10-01T04:09:00,35.62272599500654,51.404021254410566,35.68343856937956,51.201429135073305,4,2,0,0,0,9
2025-10-01T04:09:00,35.66682539540357,51.48553704316186,35.79869881916924,51.421895707456706,4,2,0,0,0,15
2025-10-01T04:09:00,35.70848542919028,51.54700979134552,35.65692289585584,51.3940515027088,4,2,0,0,0,8
2025-10-01T04:09:00,35.69639525281283,51.622201352199376,35.680120608493674,51.263443093347284,4,2,0,0,0,6
2025-10-01T04:09:00,35.62878899284763,51.39876279194272,35.625176412847495,51.147120606781634,4,2,0,0,0,12
2025-10-01T04:09:00,35.85411927047184,51.26367139219724,35.628688578367196,51.58723334475881,4,2,0,0,0,7
2025-10-01T04:09:00,35.7456366422649,51.265256834939166,35.580428173459886,51.60710043035697,4,2,0,0,0,14
2025-10-01T04:09:00,35.57038216252315,51.259647509148714,35.65438598803706,51.56169395078281,4,2,0,0,0,6
2025-10-01T04:09:00,35.69070336280774,51.56642440047349,35.85817403172241,51.34010282754296,4,2,0,0,0,5
2025-10-01T04:26:00,35.592330821351155,51.2642514882532,35.67017532084252,51.59917138650272,4,2,0,0,0,3
2025-10-01T04:26:00,35.664751848996744,51.2319273127073,35.62178190458428,51.587636402861904,4,2,0,0,0,8
2025-10-01T04:26:00,35.58336025418807,51.356869723007826,35.605536572685324,51.25809814261806,4,2,0,0,0,8
2025-10-01T04:26:00,35.74480795161933,51.537373883590824,35.597303224093,51.23901263870469,4,2,0,0,0,2
2025-10-01T04:26:00,35.820836885739624,51.63726897592692,35.862244199166874,51.31231533410088,4,2,0,0,0,11
2025-10-01T04:26:00,35.83154557004646,51.502842244939266,35.7322228594258,51.5450248965555,4,2,0,0,0,13
