grid_id_latitude,grid_id_longitude,feature_window_start,feature_window_end,hour_of_day,day_of_week,is_weekend,is_holiday,peak_hour_indicator,demand_last_15min,demand_last_30min,demand_last_60min,demand_last_1440min,future_demand_next_15min
3948,4624,2025-10-22 12:15:00,2025-10-22 12:30:00,12,2,0,0,False,30.0,30.0,30.0,0.0,1.0
3948,4624,2025-10-22 18:30:00,2025-10-22 18:45:00,18,2,0,0,True,35.0,35.0,35.0,0.0,5.0
3948,4624,2025-10-23 09:45:00,2025-10-23 10:00:00,9,3,0,0,True,36.0,36.0,36.0,0.0,6.0
3948,4624,2025-10-23 15:15:00,2025-10-23 15:30:00,15,3,0,0,False,41.0,41.0,41.0,0.0,1.0
3948,4625,2025-10-20 06:30:00,2025-10-20 06:45:00,6,0,0,0,False,0.0,0.0,0.0,0.0,3.0
3948,4625,2025-10-20 16:15:00,2025-10-20 16:30:00,16,0,0,0,False,7.0,0.0,0.0,0.0,6.0
3948,4625,2025-10-20 16:45:00,2025-10-20 17:00:00,16,0,0,0,False,10.0,10.0,0.0,0.0,5.0
3948,4625,2025-10-20 18:00:00,2025-10-20 18:15:00,18,0,0,0,True,16.0,16.0,0.0,0.0,4.0
3948,4625,2025-10-21 00:00:00,2025-10-21 00:15:00,0,1,0,0,False,21.0,21.0,21.0,0.0,6.0
3948,4625,2025-10-21 04:30:00,2025-10-21 04:45:00,4,1,0,0,False,25.0,25.0,25.0,0.0,1.0
3948,4625,2025-10-21 13:15:00,2025-10-21 13:30:00,13,1,0,0,False,31.0,31.0,31.0,0.0,2.0
3948,4625,2025-10-22 15:30:00,2025-10-22 15:45:00,15,2,0,0,False,34.0,34.0,34.0,0.0,7.0
3948,4626,2025-10-21 08:30:00,2025-10-21 08:45:00,8,1,0,0,True,0.0,0.0,0.0,0.0,7.0
3948,4626,2025-10-21 10:15:00,2025-10-21 10:30:00,10,1,0,0,False,15.0,0.0,0.0,0.0,2.0
3948,4626,2025-10-22 14:00:00,2025-10-22 14:15:00,14,2,0,0,False,22.0,22.0,0.0,0.0,1.0
3948,4626,2025-10-22 21:15:00,2025-10-22 21:30:00,21,2,0,0,False,24.0,24.0,0.0,0.0,2.0
3948,4626,2025-10-23 02:15:00,2025-10-23 02:30:00,2,3,0,0,False,25.0,25.0,25.0,0.0,7.0
3948,4626,2025-10-23 19:00:00,2025-10-23 19:15:00,19,3,0,0,True,27.0,27.0,27.0,0.0,12.0
3948,4627,2025-10-20 13:15:00,2025-10-20 13:30:00,13,0,0,0,False,0.0,0.0,0.0,0.0,2.0
3948,4627,2025-10-21 01:30:00,2025-10-21 01:45:00,1,1,0,0,False,8.0,0.0,0.0,0.0,12.0
3948,4627,2025-10-22 03:45:00,2025-10-22 04:00:00,3,2,0,0,False,10.0,10.0,0.0,0.0,6.0
3948,4627,2025-10-23 03:00:00,2025-10-23 03:15:00,3,3,0,0,False,22.0,22.0,0.0,0.0,9.0
3948,4627,2025-10-23 05:00:00,2025-10-23 05:15:00,5,3,0,0,False,28.0,28.0,28.0,0.0,14.0
3948,4627,2025-10-23 09:30:00,2025-10-23 09:45:00,9,3,0,0,True,37.0,37.0,37.0,0.0,4.0
3948,4627,2025-10-24 13:45:00,2025-10-24 14:00:00,13,4,0,0,False,51.0,51.0,51.0,0.0,10.0
3948,4627,2025-10-25 06:15:00,2025-10-25 06:30:00,6,5,1,0,False,55.0,55.0,55.0,0.0,6.0
3948,4628,2025-10-19 21:45:00,2025-10-19 22:00:00,21,6,1,0,False,0.0,0.0,0.0,0.0,9.0
3948,4628,2025-10-20 03:15:00,2025-10-20 03:30:00,3,0,0,0,False,0.0,0.0,0.0,0.0,13.0
3948,4628,2025-10-20 08:00:00,2025-10-20 08:15:00,8,0,0,0,True,9.0,9.0,0.0,0.0,2.0
3948,4628,2025-10-20 21:00:00,2025-10-20 21:15:00,21,0,0,0,False,22.0,22.0,0.0,0.0,10.0
3948,4628,2025-10-23 21:15:00,2025-10-23 21:30:00,21,3,0,0,False,24.0,24.0,24.0,0.0,2.0
3948,4628,2025-10-24 16:00:00,2025-10-24 16:15:00,16,4,0,0,False,36.0,36.0,36.0,0.0,5.0
3948,4628,2025-10-25 11:30:00,2025-10-25 11:45:00,11,5,1,0,False,36.0,36.0,36.0,0.0,5.0
3948,4629,2025-10-19 02:45:00,2025-10-19 03:00:00,2,6,1,0,False,0.0,0.0,0.0,0.0,11.0
3948,4629,2025-10-20 15:00:00,2025-10-20 15:15:00,15,0,0,0,False,18.0,18.0,0.0,0.0,4.0
3948,4629,2025-10-20 18:00:00,2025-10-20 18:15:00,18,0,0,0,True,18.0,18.0,0.0,0.0,8.0
3948,4629,2025-10-21 22:30:00,2025-10-21 22:45:00,22,1,0,0,False,22.0,22.0,22.0,0.0,4.0
3948,4629,2025-10-22 21:00:00,2025-10-22 21:15:00,21,2,0,0,False,30.0,30.0,30.0,0.0,4.0
3948,4629,2025-10-23 12:45:00,2025-10-23 13:00:00,12,3,0,0,False,34.0,34.0,34.0,0.0,3.0
3948,4629,2025-10-23 21:30:00,2025-10-23 21:45:00,21,3,0,0,False,38.0,38.0,38.0,0.0,2.0
3948,4629,2025-10-23 22:15:00,2025-10-23 22:30:00,22,3,0,0,False,41.0,41.0,41.0,0.0,7.0
3948,4630,2025-10-19 07:15:00,2025-10-19 07:30:00,7,6,1,0,True,0.0,0.0,0.0,0.0,9.0
3948,4630,2025-10-19 15:30:00,2025-10-19 15:45:00,15,6,1,0,False,12.0,0.0,0.0,0.0,5.0
3948,4631,2025-10-19 19:30:00,2025-10-19 19:45:00,19,6,1,0,True,0.0,0.0,0.0,0.0,4.0
3948,4631,2025-10-19 23:45:00,2025-10-20 00:00:00,23,6,1,0,False,6.0,0.0,0.0,0.0,5.0
3948,4631,2025-10-20 02:00:00,2025-10-20 02:15:00,2,0,0,0,False,10.0,10.0,0.0,0.0,7.0
3948,4631,2025-10-20 10:45:00,2025-10-20 11:00:00,10,0,0,0,False,15.0,15.0,0.0,0.0,5.0
3948,4631,2025-10-20 13:30:00,2025-10-20 13:45:00,13,0,0,0,False,22.0,22.0,22.0,0.0,5.0
3948,4631,2025-10-21 06:30:00,2025-10-21 06:45:00,6,1,0,0,False,27.0,27.0,27.0,0.0,5.0
3948,4631,2025-10-22 12:45:00,2025-10-22 13:00:00,12,2,0,0,False,32.0,32.0,32.0,0.0,5.0
3948,4632,2025-10-19 22:45:00,2025-10-19 23:00:00,22,6,1,0,False,0.0,0.0,0.0,0.0,5.0
3948,4632,2025-10-19 23:45:00,2025-10-20 00:00:00,23,6,1,0,False,6.0,0.0,0.0,0.0,7.0
3948,4632,2025-10-20 05:00:00,2025-10-20 05:15:00,5,0,0,0,False,11.0,11.0,0.0,0.0,12.0
3948,4632,2025-10-20 06:15:00,2025-10-20 06:30:00,6,0,0,0,False,18.0,18.0,0.0,0.0,3.0
3948,4632,2025-10-21 22:30:00,2025-10-21 22:45:00,22,1,0,0,False,30.0,30.0,30.0,0.0,3.0
3948,4632,2025-10-22 03:30:00,2025-10-22 03:45:00,3,2,0,0,False,33.0,33.0,33.0,0.0,7.0
3948,4632,2025-10-23 03:15:00,2025-10-23 03:30:00,3,3,0,0,False,36.0,36.0,36.0,0.0,4.0
3948,4632,2025-10-23 06:45:00,2025-10-23 07:00:00,6,3,0,0,False,43.0,43.0,43.0,0.0,3.0
3948,4633,2025-10-19 13:45:00,2025-10-19 14:00:00,13,6,1,0,False,12.0,0.0,0.0,0.0,10.0
3948,4633,2025-10-21 15:30:00,2025-10-21 15:45:00,15,1,0,0,False,22.0,22.0,0.0,0.0,8.0
3948,4633,2025-10-22 03:15:00,2025-10-22 03:30:00,3,2,0,0,False,22.0,22.0,22.0,0.0,11.0
3948,4633,2025-10-22 21:00:00,2025-10-22 21:15:00,21,2,0,0,False,30.0,30.0,30.0,0.0,12.0
3948,4633,2025-10-24 06:30:00,2025-10-24 06:45:00,6,4,0,0,False,41.0,41.0,41.0,0.0,7.0
3948,4633,2025-10-25 05:00:00,2025-10-25 05:15:00,5,5,1,0,False,53.0,53.0,53.0,0.0,10.0
3948,4634,2025-10-19 06:15:00,2025-10-19 06:30:00,6,6,1,0,False,0.0,0.0,0.0,0.0,3.0
3948,4634,2025-10-19 13:15:00,2025-10-19 13:30:00,13,6,1,0,False,5.0,0.0,0.0,0.0,12.0
3948,4634,2025-10-21 08:15:00,2025-10-21 08:30:00,8,1,0,0,True,8.0,8.0,0.0,0.0,5.0
3948,4634,2025-10-22 16:00:00,2025-10-22 16:15:00,16,2,0,0,False,20.0,20.0,0.0,0.0,10.0
3948,4634,2025-10-23 14:45:00,2025-10-23 15:00:00,14,3,0,0,False,25.0,25.0,25.0,0.0,14.0
3948,4634,2025-10-24 07:45:00,2025-10-24 08:00:00,7,4,0,0,True,35.0,35.0,35.0,0.0,16.0
3948,4634,2025-10-25 07:00:00,2025-10-25 07:15:00,7,5,1,0,True,49.0,49.0,49.0,0.0,9.0
3948,4635,2025-10-19 01:30:00,2025-10-19 01:45:00,1,6,1,0,False,0.0,0.0,0.0,0.0,4.0
3948,4635,2025-10-20 13:30:00,2025-10-20 13:45:00,13,0,0,0,False,8.0,0.0,0.0,0.0,2.0
3948,4635,2025-10-20 17:45:00,2025-10-20 18:00:00,17,0,0,0,True,12.0,12.0,0.0,0.0,1.0
3948,4635,2025-10-20 23:30:00,2025-10-20 23:45:00,23,0,0,0,False,14.0,14.0,0.0,0.0,4.0
3948,4635,2025-10-20 23:45:00,2025-10-21 00:00:00,23,0,0,0,False,15.0,15.0,15.0,0.0,8.0
3948,4635,2025-10-21 10:45:00,2025-10-21 11:00:00,10,1,0,0,False,19.0,19.0,19.0,0.0,8.0
3948,4635,2025-10-22 04:45:00,2025-10-22 05:00:00,4,2,0,0,False,27.0,27.0,27.0,0.0,17.0
3948,4635,2025-10-22 08:15:00,2025-10-22 08:30:00,8,2,0,0,True,35.0,35.0,35.0,0.0,6.0
3948,4635,2025-10-23 15:30:00,2025-10-23 15:45:00,15,3,0,0,False,52.0,52.0,52.0,0.0,7.0
3948,4635,2025-10-24 02:45:00,2025-10-24 03:00:00,2,4,0,0,False,58.0,58.0,58.0,0.0,1.0
3948,4635,2025-10-25 13:15:00,2025-10-25 13:30:00,13,5,1,0,False,65.0,65.0,65.0,0.0,2.0
3948,4635,2025-10-25 16:30:00,2025-10-25 16:45:00,16,5,1,0,False,66.0,66.0,66.0,0.0,5.0
3948,4636,2025-10-20 21:00:00,2025-10-20 21:15:00,21,0,0,0,False,4.0,0.0,0.0,0.0,11.0
3948,4636,2025-10-21 05:15:00,2025-10-21 05:30:00,5,1,0,0,False,4.0,4.0,0.0,0.0,9.0
3948,4636,2025-10-22 06:30:00,2025-10-22 06:45:00,6,2,0,0,False,15.0,15.0,0.0,0.0,14.0
3948,4636,2025-10-22 07:15:00,2025-10-22 07:30:00,7,2,0,0,True,24.0,24.0,24.0,0.0,4.0
3948,4636,2025-10-23 14:30:00,2025-10-23 14:45:00,14,3,0,0,False,38.0,38.0,38.0,0.0,2.0
3948,4637,2025-10-19 22:30:00,2025-10-19 22:45:00,22,6,1,0,False,0.0,0.0,0.0,0.0,3.0
3948,4637,2025-10-20 19:45:00,2025-10-20 20:00:00,19,0,0,0,True,0.0,0.0,0.0,0.0,6.0
3948,4637,2025-10-21 13:15:00,2025-10-21 13:30:00,13,1,0,0,False,3.0,3.0,0.0,0.0,7.0
3948,4637,2025-10-22 01:30:00,2025-10-22 01:45:00,1,2,0,0,False,9.0,9.0,0.0,0.0,8.0
3948,4637,2025-10-22 14:15:00,2025-10-22 14:30:00,14,2,0,0,False,16.0,16.0,16.0,0.0,1.0
3948,4637,2025-10-22 16:45:00,2025-10-22 17:00:00,16,2,0,0,False,24.0,24.0,24.0,0.0,11.0
3948,4637,2025-10-23 05:45:00,2025-10-23 06:00:00,5,3,0,0,False,25.0,25.0,25.0,0.0,12.0
3948,4637,2025-10-24 09:00:00,2025-10-24 09:15:00,9,4,0,0,True,36.0,36.0,36.0,0.0,5.0
3948,4638,2025-10-19 14:45:00,2025-10-19 15:00:00,14,6,1,0,False,0.0,0.0,0.0,0.0,2.0
3948,4638,2025-10-20 14:45:00,2025-10-20 15:00:00,14,0,0,0,False,1.0,0.0,0.0,0.0,13.0
3948,4638,2025-10-21 04:30:00,2025-10-21 04:45:00,4,1,0,0,False,3.0,3.0,0.0,0.0,6.0
3948,4638,2025-10-24 23:15:00,2025-10-24 23:30:00,23,4,0,0,False,16.0,16.0,0.0,0.0,5.0
3948,4639,2025-10-19 15:45:00,2025-10-19 16:00:00,15,6,1,0,False,0.0,0.0,0.0,0.0,12.0
3948,4639,2025-10-22 05:30:00,2025-10-22 05:45:00,5,2,0,0,False,8.0,0.0,0.0,0.0,10.0
3948,4639,2025-10-22 08:15:00,2025-10-22 08:30:00,8,2,0,0,True,20.0,20.0,0.0,0.0,12.0
3948,4639,2025-10-23 08:15:00,2025-10-23 08:30:00,8,3,0,0,True,30.0,30.0,0.0,0.0,12.0
3948,4639,2025-10-24 11:30:00,2025-10-24 11:45:00,11,4,0,0,False,42.0,42.0,42.0,0.0,10.0
3948,4639,2025-10-25 07:30:00,2025-10-25 07:45:00,7,5,1,0,True,54.0,54.0,54.0,0.0,14.0
3948,4640,2025-10-19 09:45:00,2025-10-19 10:00:00,9,6,1,0,True,0.0,0.0,0.0,0.0,2.0
3948,4640,2025-10-19 17:30:00,2025-10-19 17:45:00,17,6,1,0,True,9.0,9.0,0.0,0.0,10.0
3948,4640,2025-10-22 13:00:00,2025-10-22 13:15:00,13,2,0,0,False,9.0,9.0,0.0,0.0,11.0
3948,4640,2025-10-22 13:45:00,2025-10-22 14:00:00,13,2,0,0,False,19.0,19.0,19.0,0.0,3.0
3948,4640,2025-10-22 16:00:00,2025-10-22 16:15:00,16,2,0,0,False,30.0,30.0,30.0,0.0,8.0
3948,4640,2025-10-23 08:45:00,2025-10-23 09:00:00,8,3,0,0,True,33.0,33.0,33.0,0.0,5.0
3948,4640,2025-10-23 17:00:00,2025-10-23 17:15:00,17,3,0,0,True,41.0,41.0,41.0,0.0,7.0
3948,4640,2025-10-24 03:00:00,2025-10-24 03:15:00,3,4,0,0,False,46.0,46.0,46.0,0.0,10.0
3948,4640,2025-10-24 05:00:00,2025-10-24 05:15:00,5,4,0,0,False,53.0,53.0,53.0,0.0,1.0
3948,4641,2025-10-20 03:15:00,2025-10-20 03:30:00,3,0,0,0,False,0.0,0.0,0.0,0.0,12.0
3948,4641,2025-10-22 09:30:00,2025-10-22 09:45:00,9,2,0,0,True,8.0,0.0,0.0,0.0,5.0
3948,4641,2025-10-22 17:45:00,2025-10-22 18:00:00,17,2,0,0,True,20.0,20.0,0.0,0.0,10.0
3948,4641,2025-10-23 09:00:00,2025-10-23 09:15:00,9,3,0,0,True,25.0,25.0,0.0,0.0,10.0
3948,4641,2025-10-24 14:15:00,2025-10-24 14:30:00,14,4,0,0,False,35.0,35.0,35.0,0.0,7.0
3948,4642,2025-10-19 04:30:00,2025-10-19 04:45:00,4,6,1,0,False,0.0,0.0,0.0,0.0,14.0
3948,4642,2025-10-19 07:15:00,2025-10-19 07:30:00,7,6,1,0,True,9.0,0.0,0.0,0.0,6.0
3948,4642,2025-10-21 07:30:00,2025-10-21 07:45:00,7,1,0,0,True,23.0,23.0,0.0,0.0,11.0
3948,4642,2025-10-21 11:15:00,2025-10-21 11:30:00,11,1,0,0,False,29.0,29.0,0.0,0.0,9.0
3948,4642,2025-10-22 05:30:00,2025-10-22 05:45:00,5,2,0,0,False,40.0,40.0,40.0,0.0,3.0
3948,4642,2025-10-22 18:15:00,2025-10-22 18:30:00,18,2,0,0,True,49.0,49.0,49.0,0.0,17.0
3948,4642,2025-10-24 07:45:00,2025-10-24 08:00:00,7,4,0,0,True,52.0,52.0,52.0,0.0,5.0
3948,4643,2025-10-20 06:15:00,2025-10-20 06:30:00,6,0,0,0,False,0.0,0.0,0.0,0.0,2.0
3948,4643,2025-10-20 18:00:00,2025-10-20 18:15:00,18,0,0,0,True,11.0,0.0,0.0,0.0,6.0
3948,4643,2025-10-20 21:00:00,2025-10-20 21:15:00,21,0,0,0,False,13.0,13.0,0.0,0.0,15.0
3948,4643,2025-10-21 07:15:00,2025-10-21 07:30:00,7,1,0,0,True,19.0,19.0,0.0,0.0,6.0
3948,4643,2025-10-21 13:00:00,2025-10-21 13:15:00,13,1,0,0,False,34.0,34.0,34.0,0.0,11.0
3948,4643,2025-10-22 02:30:00,2025-10-22 02:45:00,2,2,0,0,False,40.0,40.0,40.0,0.0,12.0
3948,4643,2025-10-23 07:15:00,2025-10-23 07:30:00,7,3,0,0,True,51.0,51.0,51.0,0.0,5.0
3948,4643,2025-10-24 02:45:00,2025-10-24 03:00:00,2,4,0,0,False,63.0,63.0,63.0,0.0,18.0
3948,4643,2025-10-24 07:45:00,2025-10-24 08:00:00,7,4,0,0,True,68.0,68.0,68.0,0.0,12.0
3948,4643,2025-10-24 15:15:00,2025-10-24 15:30:00,15,4,0,0,False,86.0,86.0,86.0,0.0,10.0
3948,4644,2025-10-19 13:30:00,2025-10-19 13:45:00,13,6,1,0,False,0.0,0.0,0.0,0.0,7.0
3948,4644,2025-10-20 23:15:00,2025-10-20 23:30:00,23,0,0,0,False,4.0,0.0,0.0,0.0,13.0
3948,4644,2025-10-21 09:30:00,2025-10-21 09:45:00,9,1,0,0,True,11.0,11.0,0.0,0.0,8.0
3948,4644,2025-10-21 17:30:00,2025-10-21 17:45:00,17,1,0,0,True,24.0,24.0,0.0,0.0,10.0
3948,4644,2025-10-24 04:00:00,2025-10-24 04:15:00,4,4,0,0,False,32.0,32.0,32.0,0.0,8.0
3948,4644,2025-10-24 14:15:00,2025-10-24 14:30:00,14,4,0,0,False,42.0,42.0,42.0,0.0,7.0
3948,4644,2025-10-24 22:30:00,2025-10-24 22:45:00,22,4,0,0,False,57.0,57.0,57.0,0.0,11.0
3948,4646,2025-10-19 15:00:00,2025-10-19 15:15:00,15,6,1,0,False,0.0,0.0,0.0,0.0,11.0
3948,4646,2025-10-20 05:15:00,2025-10-20 05:30:00,5,0,0,0,False,1.0,0.0,0.0,0.0,12.0
3948,4646,2025-10-20 05:30:00,2025-10-20 05:45:00,5,0,0,0,False,12.0,12.0,0.0,0.0,2.0
3948,4646,2025-10-20 21:30:00,2025-10-20 21:45:00,21,0,0,0,False,24.0,24.0,0.0,0.0,17.0
3948,4646,2025-10-21 09:00:00,2025-10-21 09:15:00,9,1,0,0,True,26.0,26.0,26.0,0.0,10.0
3948,4646,2025-10-23 09:45:00,2025-10-23 10:00:00,9,3,0,0,True,43.0,43.0,43.0,0.0,3.0
3948,4646,2025-10-25 14:30:00,2025-10-25 14:45:00,14,5,1,0,False,56.0,56.0,56.0,0.0,3.0
3948,4647,2025-10-19 16:00:00,2025-10-19 16:15:00,16,6,1,0,False,0.0,0.0,0.0,0.0,13.0
3948,4647,2025-10-20 07:00:00,2025-10-20 07:15:00,7,0,0,0,True,1.0,0.0,0.0,0.0,4.0
3948,4647,2025-10-21 19:30:00,2025-10-21 19:45:00,19,1,0,0,True,14.0,14.0,0.0,0.0,8.0
3948,4647,2025-10-23 00:15:00,2025-10-23 00:30:00,0,3,0,0,False,18.0,18.0,0.0,0.0,5.0
3948,4647,2025-10-23 01:45:00,2025-10-23 02:00:00,1,3,0,0,False,26.0,26.0,26.0,0.0,10.0
3948,4647,2025-10-23 06:45:00,2025-10-23 07:00:00,6,3,0,0,False,31.0,31.0,31.0,0.0,10.0
3948,4647,2025-10-24 05:45:00,2025-10-24 06:00:00,5,4,0,0,False,41.0,41.0,41.0,0.0,6.0
3948,4647,2025-10-24 06:00:00,2025-10-24 06:15:00,6,4,0,0,False,51.0,51.0,51.0,0.0,5.0
3948,4648,2025-10-19 22:15:00,2025-10-19 22:30:00,22,6,1,0,False,0.0,0.0,0.0,0.0,2.0
3948,4648,2025-10-22 15:30:00,2025-10-22 15:45:00,15,2,0,0,False,6.0,0.0,0.0,0.0,15.0
3948,4648,2025-10-24 06:15:00,2025-10-24 06:30:00,6,4,0,0,False,8.0,8.0,0.0,0.0,2.0
3948,4648,2025-10-24 16:15:00,2025-10-24 16:30:00,16,4,0,0,False,23.0,23.0,0.0,0.0,3.0
3948,4648,2025-10-24 17:45:00,2025-10-24 18:00:00,17,4,0,0,True,25.0,25.0,25.0,0.0,10.0
3948,4648,2025-10-25 17:45:00,2025-10-25 18:00:00,17,5,1,0,True,28.0,28.0,28.0,0.0,2.0
3948,4649,2025-10-19 02:45:00,2025-10-19 03:00:00,2,6,1,0,False,0.0,0.0,0.0,0.0,5.0
3948,4649,2025-10-21 18:45:00,2025-10-21 19:00:00,18,1,0,0,True,7.0,0.0,0.0,0.0,6.0
3948,4649,2025-10-21 22:30:00,2025-10-21 22:45:00,22,1,0,0,False,12.0,12.0,0.0,0.0,3.0
3948,4649,2025-10-22 00:30:00,2025-10-22 00:45:00,0,2,0,0,False,18.0,18.0,0.0,0.0,16.0
3948,4649,2025-10-22 08:15:00,2025-10-22 08:30:00,8,2,0,0,True,21.0,21.0,21.0,0.0,2.0
3948,4649,2025-10-23 22:30:00,2025-10-23 22:45:00,22,3,0,0,False,37.0,37.0,37.0,0.0,7.0
